[0.26035896, 0.30723286, 0.13373661, 0.26921818, 3.988168e-09, 0.2527664, 0.24676985, 0.2507835, 0.26679298, 0.25783175, 0.28116089, 0.29953927, 0.24697125, 0.2616109, 0.28401753, 0.290939, 0.27253404, 0.31097099, 0.27345559, 0.26307213, 0.23260117, 0.30328342, 0.31384, 0.23541199, 0.28359017, 0.25706697, 0.27897507, 0.31185991, 0.28831759, 0.31308714, 0.33129808, 0.32831076, 0.35970214, 0.33263022, 0.3198764, 0.34585407, 0.30897117, 0.29200733, 0.35325906, 0.20979057, 0.35889438, 0.32902634, 0.27380005, 0.22570296, 0.30853036, 0.36689317, 0.24117474, 0.25835115, 0.35030001, 0.36061862, 0.34151596, 0.30575514, 0.3214539, 0.30830905, 0.30586666, 0.33360881, 0.33393586, 0.26424965, 0.34224916, 0.38412455, 0.37248349, 0.3405562, 0.39261159, 0.4074344, 0.45648804, 0.40743449, 0.39261129, 0.34055591, 0.37248328, 0.38412455, 0.34224963, 0.26424795, 0.33393586, 0.33360898, 0.3058666, 0.30830947, 0.3214539, 0.3057546, 0.34151602, 0.36061871, 0.35030001, 0.25835189, 0.2411747, 0.36689317, 0.30853048, 0.22570321, 0.27380008, 0.32902628, 0.35889426, 0.20979039, 0.35325909, 0.29200727, 0.30897117, 0.34585404, 0.31987652, 0.33262998, 0.35970214, 0.32831067, 0.33129802, 0.31308717, 0.28831747, 0.31185997, 0.27897507, 0.25706682, 0.28359005, 0.23541206, 0.31384, 0.30328345, 0.23260146, 0.26307231, 0.27345553, 0.31097093, 0.27253404, 0.29093909, 0.28401756, 0.26161107, 0.24697144, 0.29953909, 0.28116095, 0.25783154, 0.26679304, 0.2507835, 0.24676944, 0.25276607, 8.9618143e-06, 0.26921809, 0.13373607, 0.30723286;
 0.16711113, 0.24696405, 0.24892765, 0.30385092, 0.28688189, 0.30686975, 0.20551945, 0.33367836, 0.237021, 0.2415494, 0.15261778, 0.28216869, 0.26151329, 0.2230234, 0.19414927, 0.24512662, 0.24019758, 0.22075358, 0.27706832, 0.21652275, 0.18461317, 0.31292561, 0.33122751, 0.32297918, 0.21621209, 0.27837867, 0.29412773, 0.22363515, 0.31228048, 0.29246974, 0.28832763, 0.22620706, 0.25057745, 0.24237595, 0.33769172, 0.29133281, 0.21048354, 0.30740902, 0.31801236, 0.33771309, 0.04255775, 0.36010692, 0.32490745, 0.34605554, 0.34937572, 0.34344646, 0.40207291, 0.34884274, 0.26523167, 0.37784457, 0.22656268, 0.30805695, 0.14020135, 0.37182304, 0.35478836, 0.34938207, 0.30202243, 0.30086228, 0.38983938, 0.37295815, 0.3206403, 0.334874, 0.39417499, 0.38984725, 0.40029529, 0.41752604, 0.38526142, 0.30907959, 0.3527227, 0.34090444, 0.4086192, 0.34880784, 0.32547909, 0.37318993, 0.32418534, 0.34894335, 0.33669165, 0.30729893, 0.31125247, 0.36729804, 0.3159188, 0.33449301, 0.36077896, 0.33254659, 0.24224086, 0.32770929, 0.31495959, 0.36633739, 0.26487207, 0.29618415, 0.26148227, 0.37276885, 0.32265806, 0.33482665, 0.34512413, 0.37315768, 0.2851648, 0.28311622, 0.25257069, 0.3201164, 0.34455267, 0.21669011, 0.21997017, 0.21828282, 0.29617506, 0.30119652, 0.30519849, 0.31856656, 0.24217986, 0.21932583, 0.22773652, 0.16613345, 0.23627681, 0.21266106, 0.28768358, 0.25807142, 0.22597392, 0.21398427, 0.20928439, 0.22442147, 0.20072953, 0.24765471, 0.28158718, 0.29593888, 0.27597329, 0.2218014, 0.19276403, 0.25539741;
 0.27023721, 0.24094303, 0.089459673, 0.19494568, 0.22511962, 0.14423923, 0.20377398, 0.29528698, 0.12383983, 0.25769037, 0.18776967, 0.24109539, 0.31168646, 0.27408257, 0.20037252, 0.28406808, 0.30513722, 0.16140772, 0.19594404, 0.2251904, 0.26665655, 0.27475384, 0.27589265, 0.28312892, 0.23918682, 0.24477565, 0.2456432, 0.26077586, 0.27934667, 0.27728173, 0.25838622, 0.29945955, 0.33596298, 0.24925423, 0.27430353, 0.33322531, 0.23604144, 0.31282881, 0.33743003, 0.24723601, 0.33022118, 0.1560695, 0.28234869, 0.30392221, 0.37627661, 0.32026851, 0.36286294, 0.31654671, 0.28169733, 0.34387094, 0.31379497, 0.19688521, 0.31767586, 0.33457515, 0.33816975, 0.39056209, 0.36243927, 0.20472039, 0.3485955, 0.35207009, 0.39198232, 0.35403505, 0.3059344, 0.42257553, 0.4337807, 0.40217721, 0.38365451, 0.37987682, 0.39617205, 0.30339763, 0.37757292, 0.32437104, 0.38168111, 0.29646409, 0.36758596, 0.16873381, 0.34447911, 0.36037531, 0.27167422, 0.33229467, 0.35344449, 0.33814481, 0.35932177, 0.34604111, 0.380294, 0.34278205, 0.30618513, 0.35398668, 0.36440971, 0.32792237, 0.16605671, 0.23164885, 0.32815388, 0.30625108, 0.27501178, 0.29888994, 0.28291893, 0.26417401, 0.30682272, 0.30859911, 0.27873498, 0.30444252, 0.28114447, 0.28668606, 0.28771147, 0.27059874, 0.27933738, 0.3066707, 0.23234285, 0.3060407, 0.33606607, 0.27227101, 0.28599465, 0.24694306, 0.22614895, 0.2955806, 0.27063036, 0.15099241, 0.22834687, 0.26661253, 0.19707315, 0.24636669, 0.27517539, 0.25490314, 0.18456396, 0.28228435, 0.25542909, 0.29871893;
 0.25984108, 0.29892746, 0.27674142, 0.23578639, 0.27228379, 0.31528226, 0.30153725, 0.25410357, 0.21045583, 0.2865234, 0.16595684, 0.23517662, 0.14471422, 0.23067118, 0.27556935, 0.25553885, 0.21428306, 0.17033198, 0.30819547, 0.24969392, 0.23516773, 0.33341816, 0.28326508, 0.27020109, 0.25749066, 0.2614226, 0.30504864, 0.30279577, 0.34185058, 0.25146028, 0.29283053, 0.29902074, 0.28568986, 0.3516911, 0.30400121, 0.31455275, 0.33132204, 0.27051976, 0.309387, 0.36512673, 0.31971732, 0.33735603, 0.28458744, 0.20019756, 0.3662695, 0.35770667, 0.3195065, 0.35448545, 0.33017671, 0.30513835, 0.36226761, 0.32712001, 0.36041641, 0.28961483, 0.33276427, 0.34893143, 0.38663235, 0.2484156, 0.34228614, 0.35217753, 0.30207512, 0.25526115, 0.39955547, 0.39554566, 0.43358788, 0.4065828, 0.3472428, 0.15946619, 0.30093655, 0.37597886, 0.2812849, 0.3144975, 0.37082112, 0.22764102, 0.36878943, 0.31199968, 0.35117379, 0.28494713, 0.36640662, 0.34128824, 0.37854597, 0.36588445, 0.29301876, 0.33871323, 0.27114022, 0.28226423, 0.19450422, 0.28885674, 0.29879194, 0.31618726, 0.36103061, 0.13413051, 0.27772263, 0.26080123, 0.26645869, 0.25850707, 0.39003789, 0.31155145, 0.32860324, 0.27695891, 0.28061113, 0.25423416, 0.31881535, 0.32989451, 0.29086962, 0.32591072, 0.24497791, 0.22819196, 0.28053883, 0.27883804, 0.27648604, 0.27408367, 0.3034662, 0.33700091, 0.27151704, 0.2458024, 0.31200835, 0.26354203, 0.27728361, 0.24658667, 0.25074556, 0.29961652, 0.24205409, 0.27369884, 0.25418964, 0.20385933, 0.15592808, 0.15220147;
 0.25968894, 0.14176755, 0.23799704, 0.21829204, 0.23867068, 0.1186242, 0.2814227, 0.24585912, 0.27836639, 0.2456935, 0.30872661, 0.252516, 0.23842679, 0.3295885, 0.28666013, 0.086415857, 0.26173368, 0.19748394, 0.30342138, 0.28588375, 0.29432946, 0.23676129, 0.25567278, 0.2434238, 0.26742458, 0.28488281, 0.30327272, 0.31090474, 0.30299202, 0.33359969, 0.2949329, 0.34104607, 0.16953972, 0.24490964, 0.34642586, 0.33912447, 0.21064642, 0.31377596, 0.29060942, 0.29448703, 0.35068536, 0.29175526, 0.22072425, 0.29265583, 0.35220024, 0.31128457, 0.31577101, 0.31287161, 0.38481191, 0.30417603, 0.34028223, 0.25180954, 0.30274558, 0.30336484, 0.30227762, 0.24842697, 0.37645987, 0.27702513, 0.40947747, 0.34393203, 0.35818812, 0.36965802, 0.42353705, 0.42768645, 0.44995338, 0.4101719, 0.39904961, 0.3405849, 0.37206507, 0.2976169, 0.35131633, 0.3030951, 0.36321759, 0.3754954, 0.33180609, 0.25198767, 0.31939384, 0.27516076, 0.36073413, 0.35587409, 0.27890894, 0.36224955, 0.33564079, 0.27245963, 0.35287333, 0.26832062, 0.25562328, 0.24713731, 0.31570321, 0.32929486, 0.28315341, 0.2681784, 0.24890438, 0.28511882, 0.21596783, 0.29451516, 0.24021053, 0.33806229, 0.3216517, 0.2922394, 0.34293053, 0.32342446, 0.350079, 0.28580832, 0.32896018, 0.2502012, 0.23888695, 0.31206971, 0.18635598, 0.309019, 0.30737308, 0.31915221, 0.18004178, 0.29431814, 0.18849529, 0.24363798, 0.19686075, 0.236063, 0.17460915, 0.28566608, 0.24409592, 0.28743991, 0.2179438, 0.28212196, 0.23054519, 0.27280569, 0.23344938, 0.13797268;
 0.25427136, 0.20707953, 0.22413273, 0.11793102, 0.20633353, 0.16856477, 0.25727943, 0.22626865, 0.30039957, 0.31399232, 0.30691746, 0.29642269, 0.19771487, 0.32251295, 0.28907648, 0.2659522, 0.34956256, 0.22914785, 0.26809138, 0.24703576, 0.11063341, 0.32039398, 0.30409196, 0.28277901, 0.29759732, 0.3289111, 0.24271142, 0.33134618, 0.32164502, 0.22224869, 0.28007224, 0.35759592, 0.32870597, 0.29992655, 0.32632959, 0.38058117, 0.2977275, 0.29324755, 0.2474182, 0.29795319, 0.2543669, 0.40684396, 0.33296654, 0.29942873, 0.33685338, 0.36729926, 0.35112315, 0.19582692, 0.20151517, 0.37777832, 0.33592302, 0.30022499, 0.26302466, 0.24741182, 0.34906697, 0.36207518, 0.29374588, 0.011492692, 0.38504651, 0.3671855, 0.38471624, 0.31376833, 0.39672703, 0.39001524, 0.42207, 0.44054505, 0.39117998, 0.26114863, 0.24546073, 0.40665156, 0.3760713, 0.35078809, 0.35120523, 0.35363597, 0.36042845, 0.25215459, 0.29279208, 0.30339444, 0.37065867, 0.35982963, 0.26894668, 0.32104692, 0.25174099, 0.37921691, 0.32744431, 0.30592284, 0.17902021, 0.26218078, 0.37124079, 0.3462373, 0.29116294, 0.3433499, 0.33345661, 0.29659683, 0.32200369, 0.28797629, 0.24083716, 0.32838008, 0.38256776, 0.28115562, 0.30095562, 0.31295425, 0.20930797, 0.30600435, 0.35060778, 0.22262762, 0.31956327, 0.23515618, 0.2689946, 0.25622082, 0.26084808, 0.25140101, 0.19953027, 0.25233725, 0.2654078, 0.18158822, 0.28372353, 0.26606953, 0.16994447, 0.25937501, 0.29714644, 0.18674093, 0.31032735, 0.2395087, 0.25495845, 0.27237889, 0.19853777, 0.2667008;
 0.22731824, 0.15223695, 0.18198775, 0.25099683, 0.21699046, 0.14075586, 0.18622124, 0.23853669, 0.21400298, 0.22453107, 0.28862551, 0.25664479, 0.3194007, 0.23548749, 0.29806834, 0.19368497, 0.16323799, 0.29562426, 0.23572251, 0.26169014, 0.2754598, 0.26761734, 0.31453282, 0.085050561, 0.1209965, 0.35327488, 0.29485202, 0.35816443, 0.3418369, 0.23717856, 0.32836381, 0.22977938, 0.36521712, 0.3423813, 0.26727444, 0.2947059, 0.35147649, 0.34360245, 0.35388455, 0.36815137, 0.31649002, 0.33461279, 0.35114422, 0.29389784, 0.26825899, 0.3690249, 0.34151015, 0.30442405, 0.37615836, 0.35070989, 0.3671155, 0.32231367, 0.32080901, 0.35405061, 0.35774279, 0.36622518, 0.35698736, 0.3081784, 0.35013604, 0.37167802, 0.37687948, 0.29241809, 0.37545866, 0.42367664, 0.44732225, 0.37414142, 0.40820658, 0.33925211, 0.32366535, 0.37485096, 0.27781159, 0.28193501, 0.35390821, 0.39161503, 0.25145602, 0.37449372, 0.33068079, 0.34208274, 0.33773541, 0.38000613, 0.25555038, 0.26618603, 0.22443864, 0.34147713, 0.35108942, 0.3392958, 0.37798327, 0.33188012, 0.31697533, 0.35226655, 0.32252726, 0.37886947, 0.31064343, 0.25012279, 0.32946533, 0.33279744, 0.26459035, 0.28141859, 0.31704843, 0.25380069, 0.30109146, 0.32699475, 0.30561942, 0.2239666, 0.18438447, 0.32675597, 0.26081583, 0.27360964, 0.20961577, 0.21319303, 0.24372123, 0.20574097, 0.26555169, 0.26034352, 0.28169927, 0.25642323, 0.26726121, 0.27770168, 0.22776283, 0.24332498, 0.24443354, 0.31950772, 0.28639284, 0.31207713, 0.31701231, 0.28037971, 0.26623672, 0.20007984;
 0.22286087, 0.24894272, 0.25794813, 0.25881687, 0.23457554, 0.28949028, 0.16646597, 0.19629933, 0.25526825, 0.29995704, 0.12930299, 0.16219178, 0.30506864, 0.26649138, 0.19315179, 0.29254717, 0.193836, 0.27414647, 0.3037357, 0.17714497, 0.33078337, 0.21822156, 0.29452941, 0.22693956, 0.21989556, 0.18121158, 0.32566524, 0.31575519, 0.2768642, 0.29227978, 0.27506942, 0.33982188, 0.17517975, 0.27584597, 0.30538532, 0.22738791, 0.28633967, 0.33896357, 0.32380322, 0.33216301, 0.2877796, 0.21015519, 0.27699205, 0.32450643, 0.3143793, 0.34848392, 0.25695798, 0.33267346, 0.26356897, 0.36271241, 0.35857356, 0.35025561, 0.33125806, 0.33928722, 0.31498641, 0.32629696, 0.37354529, 0.32414275, 0.36908227, 0.25852975, 0.36918467, 0.36833623, 0.40790132, 0.41868979, 0.44033691, 0.42922193, 0.39753905, 0.34653428, 0.35499939, 0.34646478, 0.40971461, 0.38187966, 0.28057447, 0.36716512, 0.35950023, 0.30958375, 0.28478387, 0.26664689, 0.28910375, 0.27812409, 0.37508443, 0.1350068, 0.3224377, 0.35376555, 0.30566737, 0.36664021, 0.17021206, 0.28450951, 0.20143811, 0.24148352, 0.33039218, 0.29961714, 0.30201751, 0.34060705, 0.33029136, 0.34234241, 0.32073119, 0.31075898, 0.35526246, 0.30696607, 0.32423964, 0.354148, 0.317828, 0.33613265, 0.26897144, 0.28897876, 0.25699195, 0.25137779, 0.31062916, 0.33161476, 0.31162629, 0.28152001, 0.3142457, 0.32239294, 0.28425914, 0.28894675, 0.25442114, 0.20926277, 0.26707196, 0.171744, 0.24418297, 0.25854757, 0.25223368, 0.27257326, 0.31388375, 0.29423249, 0.29943517, 0.3077608;
 0.24816176, 0.27869132, 0.29625085, 0.30373695, 0.1682426, 0.22981846, 0.15555359, 0.27614442, 0.27152359, 0.23708229, 0.29322815, 0.18530887, 0.2796838, 0.31175059, 0.278676, 0.24092631, 0.17017435, 0.27670202, 0.23608945, 0.33836979, 0.25030378, 0.29504752, 0.25589558, 0.26571736, 0.17496209, 0.26020992, 0.28739658, 0.28795233, 0.36757711, 0.34121183, 0.26956618, 0.32630709, 0.33994824, 0.31328219, 0.1975904, 0.30547011, 0.25675002, 0.32072806, 0.32475257, 0.35269141, 0.2630392, 0.36398718, 0.30545658, 0.29368815, 0.3311806, 0.26279995, 0.32597482, 0.29315105, 0.33938652, 0.26859665, 0.31508249, 0.33008343, 0.29329067, 0.33994007, 0.24360281, 0.34230679, 0.30749297, 0.34741905, 0.40067902, 0.38997728, 0.31493998, 0.24427125, 0.40850958, 0.36840674, 0.40467075, 0.43325794, 0.37622666, 0.24296397, 0.35260734, 0.36003655, 0.36543489, 0.31373605, 0.33780646, 0.3673287, 0.32607937, 0.30742395, 0.26900777, 0.32082152, 0.29040262, 0.28652245, 0.26400292, 0.30422506, 0.34459236, 0.32456809, 0.28271994, 0.36681247, 0.34586856, 0.37036636, 0.30592638, 0.3728649, 0.30757096, 0.29188353, 0.30480817, 0.29702139, 0.34199494, 0.34890348, 0.2968916, 0.32189244, 0.30951026, 0.31644136, 0.29296976, 0.32218257, 0.20550008, 0.31341079, 0.35353985, 0.2408569, 0.30134577, 0.28857118, 0.27271244, 0.2508854, 0.21375091, 0.19345894, 0.29232657, 0.29692569, 0.30363417, 0.35384348, 0.23785235, 0.29020238, 0.27983269, 0.29563707, 0.32710499, 0.27522543, 0.28135175, 0.24568269, 0.25275597, 0.13807338, 0.27922645, 0.24128219;
 0.19090593, 0.30142766, 0.29759502, 0.29759324, 0.32485315, 0.21281534, 0.18695366, 0.28276002, 0.23753633, 0.26128033, 0.18432663, 0.20393811, 0.2233602, 0.27932122, 0.28093717, 0.2969963, 0.2884284, 0.22970694, 0.23668563, 0.31275609, 0.19004881, 0.2895205, 0.27460077, 0.11490665, 0.25138453, 0.3050895, 0.23039792, 0.29172504, 0.29388314, 0.2559827, 0.23233241, 0.31980941, 0.35163441, 0.35308573, 0.25970542, 0.33053532, 0.3141574, 0.32047495, 0.33118239, 0.31593373, 0.32286936, 0.34324986, 0.32145369, 0.35958347, 0.32447016, 0.35750404, 0.31248108, 0.25273108, 0.21212961, 0.34366995, 0.30988345, 0.30976033, 0.30828494, 0.31887949, 0.40534267, 0.30694735, 0.35315785, 0.32200247, 0.38506758, 0.36774009, 0.37251744, 0.28493673, 0.40512249, 0.42126465, 0.4527801, 0.39061415, 0.35030583, 0.34578827, 0.35875833, 0.3774727, 0.38880229, 0.29416057, 0.38833085, 0.37658623, 0.20593651, 0.34295815, 0.23856775, 0.36324337, 0.37766311, 0.35937342, 0.3615211, 0.27243569, 0.27319804, 0.37335682, 0.31218183, 0.35063508, 0.32061163, 0.33895811, 0.36999515, 0.11312249, 0.32543647, 0.32357267, 0.3320756, 0.31639317, 0.26346946, 0.26874551, 0.33188945, 0.33671799, 0.22680022, 0.35531649, 0.32046363, 0.26109967, 0.32400882, 0.29069644, 0.26582026, 0.18372849, 0.30106887, 0.29327348, 0.30422363, 0.30941057, 0.32542086, 0.24623068, 0.26707587, 0.28787774, 0.24762759, 0.29194057, 0.30476579, 0.27263916, 0.16176869, 0.23988336, 0.19046909, 0.23429486, 0.25416985, 0.29230031, 0.22682069, 0.28278798, 0.23434597, 0.14605777;
